Date,DFEN,DIA,EEM,EFA,EWG,EWH,EWJ,EWZ,EZU,FAS,FAZ,FXI,GDX,GDXJ,IEFA,IEMG,IJR,ITB,IVV,IWM,KRE,PSQ,QID,SDOW,SDS,SH,SPXL,SPXS,SPXU,SPY,SRTY,TECS,TNA,TZA,UPRO,USMV,VEA,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XOP,XRT
2019-06-14,38600,2260900,71468300,37202100,2328800,6359700,4805100,36764300,2625800,342400,1292800,15674800,42220900,16774900,6929700,9646800,2060700,1974200,2000100,16154800,4172200,826500,1693800,753100,3270600,1738600,2055700,4317100,2843800,52324700,570700,64000,2348200,7331800,1934500,2281100,11293100,12373600,3937700,7916300,29724100,5966600,8441700,9726100,14242700,5056300,5053300,3125900
2019-06-17,19400,1319500,48715600,22615800,1906500,4527500,4117300,18242700,2319100,584500,1288900,15054800,50692800,7616000,6922900,13666000,2323000,1214300,2511100,12509300,4406000,680000,1949900,581000,2758900,1438400,1840300,2109800,2072300,39205700,511700,30600,1850400,8122900,2992800,2564500,11016600,10116700,7507000,8795200,40981600,7708800,9351100,8796600,11462100,4861500,4152300,3020600
2019-06-18,129900,6147700,112482400,34024300,3812100,6297000,7818400,25231500,6045000,1115800,1665100,50380900,44411200,14660300,6439200,18751500,2605800,1276400,4622700,22100800,7802800,2996500,3761500,1838100,6686700,5584300,4199100,7052400,7531000,85434800,836900,103000,3582500,14898000,4709100,4704000,7667300,10405800,6887800,17222100,46237400,12506300,16181200,18120600,23145300,7979600,8247800,4584200
2019-06-19,52600,3920800,105746200,25092700,2312900,4166800,7401900,23033900,2396500,668000,1498300,29200500,46273800,14239000,6062900,13497300,1830700,3235100,7606200,15625000,6800300,2848600,2335100,1563700,4868100,3875800,3775100,4513800,4648800,78674400,754600,71600,2888100,10583200,3436400,3307300,9811200,18670200,7166400,8827700,58118500,11171700,12371200,13457200,21595900,6988100,6004200,4024400
2019-06-20,113700,3471800,89200400,32817400,1722500,2904400,5851100,49358300,2273900,836100,2541100,32829700,131981000,29793200,6538900,12807800,2241500,4661300,4409000,17595700,8585900,1951000,2765900,2012900,5839000,3694000,4128600,7887500,5276500,116570000,1012600,65100,3633900,14425100,3900400,7521000,7468800,15149900,6743800,25954000,50583800,14503200,13891900,13566200,19137800,9241200,10934600,8860100
2019-06-21,66000,4446800,55544000,25032400,2537600,3211400,5512300,33690000,3100800,838900,1482800,22462600,50309800,12443100,7202200,11888400,2271000,1806600,3628100,19854400,6438100,1768500,3304100,1484600,3996400,3365800,3595200,5456600,4604500,83309500,940500,38200,3140700,9780900,2931300,2386800,7400100,9494500,5826000,16356300,65322300,11526800,20715200,15416200,15058200,9026100,5143300,5073600
2019-06-24,30400,1654200,37025600,23238800,1587900,2378600,4630800,18547100,2521000,910000,1664600,16782600,101843300,30256800,4990300,11131400,2457400,2656600,3549200,24002600,4445700,899200,1751400,968500,2519300,1602500,2137900,2887200,2021900,47582700,839500,72500,3257200,9715800,1894800,3090500,6369800,8305600,4601700,10396600,48377800,8388300,8215900,17796300,9887200,6493600,4047800,5622800
2019-06-25,65700,7240300,62167500,24373000,2078300,3683900,4557800,36632000,2674100,653500,2050300,20895500,103671800,34489700,10674000,16240900,4102400,6261600,2975600,17462200,6723700,2008000,4218600,2232700,5062900,2688700,3304200,8097000,4056100,82028700,1164000,75200,4256600,17671100,4122900,2832300,9371500,16757300,5715900,11887300,47748500,9267600,13122700,11861700,12145400,14930600,4068700,4517800
2019-06-26,29200,2141400,45126700,13170700,1545900,2824800,3129500,35440200,2393000,562900,1338100,16910100,57095000,16327000,6113200,18095000,4388000,2240700,4210200,15726900,7134800,1021700,2400000,1671200,2853300,1741600,3243800,4171300,3487000,51584900,704900,54000,3103200,10024700,2980700,3372100,6432400,9161700,4184800,14326800,31448000,7262700,9069200,11672600,16888500,10498400,5820700,5125100
2019-06-27,48300,1991500,42358200,14439800,1796000,3841900,2904100,32637300,11255900,388600,1180900,16984200,53004800,14299900,5543800,17407800,4744800,1994400,2722100,22278400,5101000,859900,1721300,1208300,3025900,1965500,2230400,4659500,2722500,40355200,951900,34300,3813200,16410300,2358300,2728900,5449200,10934500,3439000,10608700,59459800,7573800,6837500,11524900,14135500,7416200,3727900,4351400
2019-06-28,33300,2176200,66235700,27667900,3002500,5821200,7620200,21892200,7726800,979100,689800,16461200,39459700,15776500,7687100,18648200,3936000,1564600,5751100,35089900,7125300,1178200,1775200,1195200,3473100,1985100,2845800,5762200,3596300,59350900,979200,41200,8938300,5728400,3692200,2823900,13621200,17584300,5008500,17369600,76728100,11152300,17783400,12409300,16133200,9390600,6672300,5620800
2019-07-01,71700,3970200,73396000,25538600,2699900,6251500,7673000,24213000,2469000,1122100,730700,39772900,90390200,41479000,7991600,16621500,6441000,3123400,3919300,22850500,7598300,1167300,2681200,1678100,6300900,3809400,4326100,7520900,4672700,79107500,1129800,69000,5434800,3592700,4760300,5799000,10012400,17927400,5970100,14913900,49145200,10319400,14290700,12665200,17961500,7833400,4692100,5766000
2019-07-02,25900,2775300,67518700,26045900,2886700,3247800,6973000,28271200,3082000,577800,816100,25164200,75815700,36573200,4484800,10546800,2474000,1852300,3786000,19024600,5640800,2025400,2341400,897400,4147000,2855100,2114100,3533800,4162000,61504500,640400,48500,3428600,2353200,2202800,10389000,8552800,33509300,6320100,12095400,56626800,9237200,7784200,11913500,21359500,7952500,6863000,3050700
2019-07-03,25400,1262900,31218500,14359300,2031500,1912000,3122800,17381700,1551700,805400,494400,9901700,24756100,11550200,3453600,3731800,1706500,1208200,1853800,9115100,3516500,899100,1782900,599000,3623300,2112900,1488400,3649300,3518200,40898900,348700,40900,2022100,1394100,2007700,2377300,4425200,6009200,2475800,6987300,23706800,8091400,5341800,11995800,15786600,4066000,2631000,1753700
2019-07-05,23500,2157000,51678000,21696200,2485700,3384200,3752400,29116200,2475700,849100,850700,20530700,51920800,16912700,3734100,25942000,1560200,1949700,2198200,14156700,5706500,1548200,2175100,932200,4139400,3252600,3417500,5813700,5896900,51677300,480400,56800,2338100,1820400,2823400,3472000,5966800,7884500,3810100,7363200,40683100,6389000,5923900,11008200,15946400,5934300,2942200,4524400
2019-07-08,31600,1423400,37679000,15839500,1594400,4844100,3914800,20252700,1536400,481600,410600,15809300,40606100,21573600,6293500,8611800,2485100,2105100,2954400,9735700,4225700,2294500,1334500,579700,3602700,3425500,2254400,3624800,3037300,45841800,471600,63500,2518600,1529800,2525600,2886500,5973000,8298700,9791800,8628200,26286700,6039900,7459900,9257100,9418200,15202000,3431800,5042500
2019-07-09,35400,1407000,28227600,11661800,1785200,2660700,4575300,24164100,1994300,630400,453900,15903600,37529700,19915300,3720100,9441400,1802600,1031800,1544300,12381600,2859600,1439800,1916100,603200,2587000,2030700,2006500,3340900,3008300,41101300,403200,57500,2612500,1327300,1796700,4122900,4815400,11298600,5194100,7488100,25895800,10137500,9249800,12499500,17482700,5537300,4078900,4518700
2019-07-10,41500,1978600,53673100,15051500,2141200,3322700,5133100,31608700,3194200,575800,637500,14595000,56454300,21540700,4707800,10536100,2188900,1679300,2498200,17325400,6585800,1875200,5667900,916000,4907900,3250500,4260700,6421400,4842900,58448500,502900,64900,3402700,2039600,3641800,3748100,5333700,11914000,7314100,11767400,36566700,10124800,10108600,16804800,11486000,5347300,6095000,8142700
2019-07-11,48200,2238500,44486100,14023800,2740500,4665300,3393200,28972500,2398200,545400,505700,15358900,54013400,16282400,4525700,8792400,2982900,1915300,5142100,14260800,5084400,1951100,3027400,1389400,3724200,2828900,3822300,5337500,5716100,50826100,520300,51900,3275300,2293300,3043800,2246700,5383500,11012600,11091500,12681300,40907500,7393900,11352200,12575300,19998000,13691700,3765300,5434600
2019-07-12,68100,2411200,30512200,14459500,1942000,3193200,3040600,19890400,2896400,874000,405600,12679000,31795200,12470400,4603500,6100700,2237200,1921900,4346100,16678000,4899500,2118200,2132400,1934900,3103400,2593500,2427200,4871600,3720600,40326000,492800,49000,2936500,2502800,2712700,3352400,4566900,5732200,4405000,8081400,31109900,12152800,7753400,8732000,11245300,11508200,4714500,3664900
2019-07-15,51900,2624500,28026300,12363200,2351800,2379600,2997200,17460900,2734200,700200,389200,12611500,29900000,9317100,3358600,8032900,2210700,1400400,4400600,12194300,5897400,2998100,1125300,1063600,1943100,1748800,1810500,2807100,1771800,33900000,221800,25000,2776400,1440700,1393200,2125400,6409900,4783100,4538300,9538900,28346100,4452300,6286000,7212600,9345300,5811100,5225500,4709300
2019-07-16,28400,1780400,37093700,23641400,5559100,2035700,4354700,24716600,2655900,460900,511500,9220300,25081700,15039200,7236200,18608200,2631700,1646600,2233900,15152700,5496100,2102300,1791400,1283900,3723900,2581900,2263300,4064900,2492700,36650100,371900,42000,3110700,2008700,2063600,3446500,5385200,6803400,4526000,10587100,47287700,8115300,8005700,13579000,14374600,9092300,7255300,3056700
2019-07-17,82500,1550800,32865600,13318800,1883000,3269400,2256600,19833600,2051800,423000,606200,9761000,45481600,24368700,6965600,17273800,2407300,1244000,2142400,14155100,5009800,1669700,1727800,1008400,3560500,2451300,2837000,4090400,2637100,36036300,387700,40300,3416400,1839900,2749400,3339300,5296700,10681900,7167400,13664700,35062600,11235100,6708000,9049900,13354700,9566700,7671900,2506800
2019-07-18,61000,2119000,63380500,18639700,2992700,4490400,4494900,21119900,3017000,584200,375400,24547900,100026700,35637600,6350600,9180000,2120700,2295500,4370700,15705500,5818200,1563200,2847200,1599100,4640000,3116000,2741000,6770800,3780200,51392600,429800,53900,3886100,2296000,2605200,3187500,6116900,11575100,3772800,12755600,46385400,6647900,8022000,9445300,14733200,6561600,8101000,3055500
2019-07-19,77300,2364300,81774700,16908600,3333100,2764500,3560600,31782300,7751000,338500,463800,18948200,59357500,18662500,5078300,12320600,2155800,1839600,3510300,17182600,5851900,1781300,2319100,956700,4452600,3139200,2998600,6136300,3504900,58678600,762100,69900,3660700,1778800,2900500,3531800,6632100,8186900,3811200,9965300,29338500,7601700,11679700,7460400,15308300,8105900,4800000,3546100
2019-07-22,53600,1623500,29826200,15203900,1603300,3029000,2766500,14274100,2395900,462600,529500,16661300,38309500,13348000,4981000,10079400,1844200,1637100,2571000,14474600,3864500,553600,1788900,1161500,2884100,1560100,2538200,4686000,2421300,43638100,731400,63400,3587100,2894000,2060900,3161500,7009900,8014200,2914300,7843100,26683300,8448200,6924700,7135100,13176500,5192500,5443500,3186500
2019-07-23,69300,1722900,37246400,22078400,2306100,3366600,3626800,17221900,1919300,571500,583200,21277300,53084900,13104700,4077800,8242900,1891800,2112200,2209200,15493200,4972700,997000,2513500,1224300,3494600,2608700,2622700,4956500,2703200,44564500,743100,47000,3515800,2976800,2501100,2953500,5734700,6357300,4201700,7268800,45307600,10284200,5505400,10058100,16790600,6688600,5788200,3553600
2019-07-24,55100,2355400,40358800,11192500,1859600,2616400,4780500,15974500,2861200,751400,460500,12970900,35305300,14139700,6729700,14267500,2270800,1301000,2390900,23823100,7966100,1041100,2486300,983100,3400800,2714400,2461600,4311400,2859800,47213200,630900,65500,4626300,3846300,2343100,5032600,4641700,7515200,3764900,9907700,36374200,8692500,9257100,7975900,13560700,5430400,5639700,5978600
2019-07-25,24000,2348600,55327700,24288100,4836100,5900500,5767600,24889700,3157600,468400,579100,18571200,66348800,22071300,6743200,9072600,2194500,2245300,3671000,17902500,6920700,1386100,2211100,1349200,4219500,4338800,3708900,4901000,3131100,55394100,569800,52900,4788100,2707200,3262200,3283100,7144900,8636000,6135500,10070400,34180400,8759000,9923400,9469200,14148300,6618700,5566600,4062300
2019-07-26,38600,1731300,33068600,16616500,2695800,2818500,3365100,19898200,3355800,742400,455600,9446300,34186900,4833800,10999600,4950500,3256100,1997500,2711600,14260300,5096300,966500,2501400,794700,3228800,2346600,1860800,4044400,3205500,45084100,684600,41500,3682300,2548500,1986400,4351200,7172300,5603300,7637700,9653800,33642800,6147900,11120200,14727900,13879000,3812400,5633200,2695800
2019-07-29,24900,1346000,31912400,11655500,1420400,1871500,2483400,17305800,1426800,469500,379800,11395400,51527600,12371300,4185900,15346300,2506100,8894800,2326300,13192200,4615400,2963500,1628000,623500,2531300,3519000,1802800,2540700,2213200,38126500,331800,30900,3442700,2781900,2174600,4566300,4483000,4350000,2891600,8284900,35955100,5387500,8473200,6121300,16621700,5887500,5820300,1997100
2019-07-30,43800,1670600,57335800,24945300,5593000,2522000,5467200,13609100,7646300,302000,402800,15269400,29517400,8720200,5994200,16493900,2088300,3867400,4701600,1200,3642000,1929600,1631700,868700,2909600,4534200,2480100,3564900,2308300,45849000,724400,46200,3674300,2758600,2323400,4533800,6246300,6821400,4014200,10801300,30726100,7071100,7364000,14123800,18995600,7959200,8471800,3965500
2019-07-31,64900,5058800,98764700,32619000,3985900,6276400,8867500,29916500,5934700,676300,689300,29673900,125274600,38085400,11417100,25995900,4150900,2245800,8580600,40445900,8447100,2578500,5144400,1885900,8284100,5747900,5429500,9546600,6403200,104245200,1088500,125200,5678400,3443900,5141400,3744800,10458000,18317400,8102700,15278000,64485400,12485300,16869300,16826700,24381000,8557400,7290500,3452000
2019-08-01,101400,7225300,139325900,38568600,3729700,8147800,16478600,33397400,5108500,1034400,853800,65438400,125771700,25641900,8623300,35631400,5233800,2889700,10111600,38070200,14856500,5792400,7006700,3169800,13469700,10586100,8602200,19209100,13000400,142646600,783100,210700,6983200,5291300,7330100,7705500,10101500,23622500,9782900,25190200,107976300,18665700,28833000,30148200,29493100,16422500,14061100,13018100
2019-08-02,51300,5691500,92796300,37778000,5016700,9225200,11362800,22958500,6126200,1003600,1066200,34907400,46016200,9671400,8857900,28361000,3206200,1295500,7481100,30148300,11075300,6243600,6054500,2743900,10744300,9225600,6836200,14807700,8838800,116749700,1114600,193600,6170500,6640200,6777700,7858600,11014100,17077200,7498000,21699900,66036400,12992400,22371900,24368700,14939300,15956600,7675000,7579800
2019-08-05,79300,6608200,131194100,54766700,10331200,19447400,8982500,38600900,6665500,1500300,1325700,61676600,91723900,29308400,10987100,31848200,7994900,2530900,6926000,39221500,14909200,9236500,6486800,3103100,14844900,12382200,9030500,17605400,12249900,178745400,1073200,331800,7083900,4975200,8960100,6193100,19670400,18574000,10291100,27576900,85527900,14505200,27826600,26364800,26576800,17626200,8650500,5034600
2019-08-06,60200,4991000,88071500,33907400,5006400,10763800,9647000,28381000,8582300,750000,520800,36838500,45760900,13688000,10575700,27219100,3918500,2305700,5461900,24283300,9020400,3898000,4773600,2507000,8993200,8429200,5088700,11358700,8980000,120711700,640500,186500,4252800,3419400,5565800,10287300,12852600,19442300,11494600,16997500,53445000,11758600,19150800,20126400,27035900,10135900,9099500,4674600
2019-08-07,52500,5089500,106772500,41814700,11760400,7855200,9339000,19560700,13163200,1282000,1428500,30388700,91307700,24305900,8801900,21441000,4180700,4000300,5787700,23952100,10157700,4899100,5887100,2634500,12050400,11317400,8132300,14242000,11720600,140572300,617100,257100,6436900,3966100,8053300,6181000,13397200,14145300,23269400,24802200,82354600,15604300,20582400,17550800,24954700,12452500,13792200,5339600
2019-08-08,71000,3637100,81187700,29156400,4667200,5733000,10675800,27926700,4145700,878100,1014500,21648200,62143900,14051700,6799600,15036900,3598100,2298300,5600900,19415600,6407000,2632900,3318000,1292600,9024700,7498200,5007300,12414400,11559800,87713900,593300,173000,4060800,3453900,5954900,8346900,9269800,12756300,5735100,23267800,66653200,9353100,15991600,24011300,17057500,12034800,9043100,4017100
2019-08-09,48300,3773000,64704000,23227400,7069600,6226700,7035300,20443800,5014000,601500,859300,26814300,42424300,10793100,8259700,17104400,2345800,1112600,4104700,19313200,4140800,3183200,3983000,1980400,8680300,6912100,6514200,10901200,8906800,93730000,801200,179100,4570500,3457000,5890400,4373900,9542000,10582100,4624600,14593200,53782700,8213600,15572600,10590200,11813500,7253100,7226400,4388700
2019-08-12,44500,3072700,78559800,21906000,2556400,10356600,6923300,28072800,2756800,858600,1066900,25082300,62211800,18989800,5757400,11797200,3017700,912700,2768300,15963000,6006500,2495400,3350400,1438400,7118000,6483600,4710700,8773600,5617200,62629500,704600,118100,3727500,2565300,5909600,3977900,9166400,8128700,10511000,18143100,53603500,14976100,10256200,8799300,12685500,6640800,4297200,8308100
2019-08-13,63300,4326300,110271800,30781900,7187900,25374200,9087300,25571100,5267000,774900,1127800,48402500,97362100,24247600,18766000,19359500,3322600,3189400,3622700,21912600,6702100,4890600,4556200,2014300,9766400,10745500,6105100,12700400,7709000,94299800,702500,228400,3904700,2226600,7187600,5575500,9306400,11871700,7055600,14347600,72255900,14379300,26042800,13199500,17747200,12232500,7010300,10896700
2019-08-14,92200,6148000,102911500,39692900,5269000,14392500,10064800,41240400,4532100,1566600,1315800,52108500,60301200,15674000,10899800,20384800,3461000,1448100,5805500,28235800,10682000,5248600,5238700,2572800,16859900,9582100,10357600,15686300,11905200,135622100,1038600,249100,6298400,3739900,9638300,5350300,12302500,15201900,9129300,23649700,92067300,13653800,23569300,17281300,20290500,16426100,8910600,11785100
2019-08-15,96000,4034800,78018300,40936100,5279200,7246600,6085400,28339200,3633400,803500,625900,34699000,46951200,15934500,11390700,22594200,4254800,1353200,5784200,24202400,5770800,2987700,4045000,2203600,16835400,10092600,7187300,15175000,8274500,99556600,623100,288500,3787200,2848000,6509500,5444400,15610100,18404400,8915500,14287900,59504500,11974400,15662300,14431100,22085800,12315200,5829900,6934500
2019-08-16,93400,2743200,52047900,22856400,3942600,9518500,5812600,29404300,4990800,895500,615000,26003900,51032100,17246300,7671000,11126400,3137400,1488100,3906300,22783400,6735600,1937000,2172000,1275200,6029600,4630100,4071900,8942400,6138500,83018300,608100,109100,3720000,2534600,5440900,6079400,15206500,10991100,5833800,21399300,48451800,9575500,10847000,18294300,16121500,10239300,5905900,5102800
2019-08-19,44100,1971800,43330900,22998600,3075500,13666000,3672000,36012400,4436700,691100,773600,27115300,62746500,11060500,7918200,13971500,6560500,1004000,2828500,17023400,5388000,1363700,2307500,1278500,7215600,3327400,4107600,7126300,5434800,53571800,394600,116200,2679800,1793000,3244500,2599600,7340000,9873400,3328000,13881600,38297700,4260500,7878100,13180800,14234000,6427200,6774700,3663400
2019-08-20,36500,1975200,44920900,21710200,2436100,6967000,4400500,28224800,1984500,470900,708300,15842500,73110900,17406000,4887400,8689400,2947900,924400,2987200,13324100,4903200,1757200,2188100,988600,4946300,4154800,3963100,6651700,4422700,51596400,478100,83900,2660000,1633800,3364700,3370300,7429200,7996200,4739000,9521300,40579300,4695400,8337700,8959300,15524400,4708800,4922200,3948400
2019-08-21,57200,2156300,39677100,25971800,5501300,8606700,7070100,29320900,2037900,486500,305600,21895700,30263600,7601400,3945400,6639600,1839100,1205600,3004600,13446100,6792300,1555900,2068400,1482200,4578600,2816400,3273600,5480000,4097200,49524700,395100,72400,2495800,1389100,3016900,3742200,8014700,7337600,3202300,12037400,44913500,5399200,8401300,8735900,14397900,5687100,3556500,5213200
2019-08-22,68600,2329200,41603000,20505100,2958600,4384600,4619200,27933500,2454400,498500,391400,16315700,39469300,12244200,4968400,10719300,2708300,1851700,4230200,12979100,5248300,1659500,2719100,1451600,6991800,5971300,3734400,7356500,5750800,51666400,402900,127500,3123300,2309100,3841700,3445500,7855800,18196300,2607400,9353100,43896700,7692400,7594100,7127600,14917100,6486900,4452200,5045700
2019-08-23,122000,6293900,80560300,34410500,5631400,6185400,14126700,48837700,5901700,1368900,1395400,43687500,92847400,27131800,7926100,16578700,4362400,2513700,6060200,36974600,11731700,6316200,6440800,3096500,20690700,13306800,7886000,19293500,12608400,149161500,1069600,285500,6558800,4410300,9240700,9339300,11896900,14002600,9090600,24408900,86245300,26474900,20398900,25296100,21297900,9822700,7908500,10756500
2019-08-26,40600,3145200,58145000,27774800,2989500,4439900,5901000,29475000,2692800,688000,586800,22760600,47355700,11204900,5599700,12617700,3821400,1156500,2675200,19167100,4696400,3705900,3883900,1655000,7667300,6684900,4513000,8857200,6706900,72423800,631200,176300,3024500,2492000,4717300,4118400,9964200,9735100,7451300,10805300,34175500,14041900,10358500,13629800,12850700,8913900,5672000,3659400
2019-08-27,30900,3077200,62899100,24511400,2309700,4070200,4638100,35365200,4156200,747900,676500,18018100,81770600,15664600,13481100,20018400,5595800,1143000,3416400,24546200,10938000,2874300,4742400,1732000,8177400,4939800,3888400,8654900,6260500,66668900,849300,138200,4292400,3442400,3699300,4685100,8188100,13179200,5594900,11831300,54240800,9943300,10033000,13389300,19224400,8252000,6110500,3990800
2019-08-28,50000,2741700,49483900,25028400,3019600,2681500,3667100,19637300,2276400,690500,574300,14281900,54015200,9184300,6521800,7473400,5205700,1982000,3827600,20115500,5304100,1955900,2563300,1714000,6582800,4667300,2704800,7985100,5196700,59696700,989500,168300,3178200,3195300,3996500,6153400,6669200,10898000,3772500,15694400,51870400,11921300,7139500,12435500,15895800,5691500,6386200,6356800
2019-08-29,57800,3740600,43359900,19046700,3927700,3748000,3322500,19795100,3697200,1029300,1021300,21518000,75098400,19315500,5998400,10154100,3488700,1075200,3544700,18786300,7457500,2585000,4453100,1876200,7668200,5642600,3399200,12217400,6516200,57899400,731100,151700,2981000,2499600,3304800,3539600,8436700,8794100,4093400,12331700,49818300,10651000,8120600,9657600,17733500,4360300,7453300,4584900
2019-08-30,31500,2442400,57071300,33527300,3779400,6658300,6970700,18764900,5179800,603700,540800,15521100,48728400,8321900,12757300,12528900,3211900,853000,4786600,18727100,4662400,2294100,3148500,1353000,6758900,5035600,2942400,8124400,6431200,62901200,587200,86600,2964800,2296800,4158600,3685500,7499400,10270600,5071300,13022300,40561000,7500200,10075400,8567000,12083000,4784100,5768600,3909800
2019-09-03,43600,3082900,50339600,33998200,2515900,4658400,6172000,27719100,7509800,504500,709700,16931700,69310100,14686200,7774100,13062600,6176600,1495200,4419500,20688000,6966100,1433900,2959300,1539800,6758700,6033100,2787100,7696400,6342200,69101400,823700,126900,4707400,2720600,4033400,6671800,10164000,14146900,5807900,13964800,59997200,12787100,11837500,15551600,21364100,6437800,6175600,3950500
2019-09-04,26900,1963100,65958900,25619300,3418400,13607600,3585100,20068900,3221600,432100,566800,30073900,48361200,13215300,5279600,10635600,5029400,1230000,2741800,13107500,4993200,1011400,2015700,1214300,4341000,2749000,2422600,5311200,4765400,46887300,664900,133800,2672600,1508400,3325600,3244900,7377400,10591600,5942000,11190900,43945700,9265600,7729400,12200500,15816600,9318700,4684900,3262400
2019-09-05,51900,3614800,72704000,22265900,2420000,3961200,5378500,20749500,7405500,1259500,928800,27680200,132635500,31190900,4410000,17908100,3090600,4277400,4005000,25666700,9728500,3567800,3262600,2105100,6835200,7045000,3338800,7927700,8181700,83258100,847400,183900,4366500,3074800,3664800,4545400,6302100,22002800,5824100,14538500,68639200,14266800,10043300,15719800,29332400,7897400,8326900,7778600
2019-09-06,46500,2470100,48716200,21338300,1952000,11238800,5284400,16202200,2269600,484800,464100,16063300,88853900,19957900,4050700,14328300,2933900,1277400,3937500,14645900,5241100,2423700,1646400,1298600,4242700,3210000,2455200,4535400,4459400,49584300,399800,45200,3750600,2174700,2369400,4544900,6155200,9765900,3952300,12234300,35660800,6940300,9150100,13904200,12663200,13166400,5454000,6169100
2019-09-09,32300,2243400,38554200,15965600,1495500,5308000,15092000,19617700,2501600,561500,348700,13899500,90351900,23193900,6694400,11733200,4104300,1865700,2973000,25780100,11154300,2355900,1586800,977100,3150000,2256000,2289300,4099900,2586500,51260300,691100,78000,6282000,4093100,2352900,4988900,6446800,5861500,6852000,24757100,67797700,8081000,12610700,27082400,16824900,10675900,11569000,7890400
2019-09-10,51000,2654300,48449600,19028800,2799200,6875200,4182300,17647900,10218700,754700,540500,15215100,66585000,15443400,5675900,8079800,3179200,2398200,2416700,29576200,10997800,3492300,2405800,1175600,4599800,3355400,2827900,6314900,4342000,57947100,487500,118500,5186700,4511400,3024200,5443600,10696500,10037700,4979500,25718000,77540100,9487400,9858500,31985000,19168000,8770700,12339300,11979200
2019-09-11,37600,1899800,62563900,18413200,1986300,6980300,7237900,20085500,3530400,924200,376700,27800500,78529300,16993900,6060400,7808900,3775500,1750500,2935100,42970500,9274600,2680200,1836000,1347700,4509500,4465400,2772900,7521000,4589600,68821100,1014800,211700,4897600,7047400,2334700,6003300,7106400,8676800,5408000,22752000,53285900,14262600,9409300,17422200,22688500,8124300,11228500,8255500
2019-09-12,46800,3272200,74590100,30292200,2642700,6030600,9621600,16329600,3955000,1041700,909400,24678300,82794900,27253400,5645400,14635500,3200800,2324900,4597600,38648300,7905000,3878800,3510400,1871800,8028000,6404200,3661300,10506400,5571900,72908700,987400,142600,4245200,5745300,3332700,4760100,9438000,10526400,10724200,19059500,72872200,18667600,12771000,18296200,23599700,9344700,10590200,9857000
2019-09-13,50300,2182700,58403500,22132200,4717400,3933200,7997300,16329800,4703800,715200,583500,19035000,80728900,28132700,5883800,12313800,2888600,2865000,4257000,31042800,7829400,1780500,1764000,1124100,3023900,2792100,2551400,4942700,2890300,62104800,879000,87700,4488400,4562300,2064600,5810200,7986300,9503700,5474000,14061600,56248700,9357700,16533600,17830400,24999100,6351000,6962500,5975200
2019-09-16,86300,4077500,62905800,31083600,2087400,8402000,6166600,14697200,3096100,342900,393500,31500600,68934800,22896500,6113000,12213600,3833000,2536400,2277400,23242600,4588700,1036900,1711300,1082400,4241400,2422700,2274700,6235400,3025100,58191200,784600,96800,3234800,4466100,1877300,3359000,7072300,7936800,4733800,30677800,36693600,8011700,7725900,16741200,11963000,6668100,23310000,6297900
2019-09-17,71600,1756200,98835700,23554300,1412000,4876100,6814700,17311500,5829200,357400,359900,14354700,71084100,17687200,4887900,13242000,3079800,1667500,3919700,22986700,5810600,1038400,1254500,732300,3782300,3466900,2205800,6417500,5197600,41475500,682500,50000,2895600,3798300,1893800,3418800,15503100,10816800,4081100,26450000,40868800,6249300,7701300,11681500,17329100,3932900,15405600,8971400
2019-09-18,89300,3052600,70984700,17807600,1425100,4502400,6341400,14256800,2378300,596400,361400,20237400,85193300,39995200,4016100,17644600,2729600,2672700,3060100,19735700,7089900,1314700,2471100,899400,6380500,3831300,4182300,5953400,5021800,73375800,641000,64000,4192300,3674600,3646100,2568000,6214700,11450700,4079600,11604500,57268900,8089600,8630700,10968900,20962700,5369800,7062600,5718300
2019-09-19,53300,2965600,52527900,18972500,881400,3135800,5930900,25822600,1544400,706500,354300,18116400,47188900,29687300,3282800,19187600,3438000,1624500,5068000,21531600,5765000,1558100,1880100,942500,4047600,3789300,3345100,5588600,2951900,76560500,587000,100600,3310500,3480900,2298300,3771700,4483100,10263900,3264100,14018500,42335000,5076800,8193500,10664100,15020700,5058600,8115300,7129700
2019-09-20,52900,4076900,84880500,35368700,1996300,5754500,6833400,25205800,2674700,641300,602800,31171100,61290700,19596800,8227500,15155500,3903400,1147600,5885200,22707200,6592100,3720700,2889800,1218500,6265600,4075900,3989100,5201000,4988100,89565000,552700,86700,3422600,2511900,2531200,4177400,5914500,18953100,5189200,20150100,82921100,10478700,15013600,13951100,18494600,8935700,5559300,6930300
2019-09-23,27500,1898300,41828800,15457000,2203700,4958500,5283500,15708100,1644200,337000,451100,14254800,58025700,17813900,5051000,7377000,3607600,2303900,4628800,14944600,3880200,1249900,1593000,770100,3391700,2859500,2208800,4255300,2505900,43476800,502700,56400,2092300,1870900,1317400,3417800,10087500,13422300,3070800,9330400,35827300,14475100,7824200,8767800,8808300,4232900,4246700,4963800
2019-09-24,70400,3733300,57006500,32233100,3821700,5271700,12010400,15920100,10078000,739500,967100,25221300,57912300,16838400,7433500,20671300,3637500,3714900,6186800,27576700,8216400,4638400,4567900,1748300,12352300,8399100,5967700,10175200,10097900,94869400,775900,176800,4246500,3394600,3688300,5271800,13552600,15055800,9035700,20550500,61659700,11798600,17724100,17305900,26907900,10542600,7096600,6265200
