Date,DFEN,DIA,EEM,EFA,EWG,EWH,EWJ,EWZ,EZU,FAS,FAZ,FXI,GDX,GDXJ,IEFA,IEMG,IJR,ITB,IVV,IWM,KRE,PSQ,QID,SDOW,SDS,SH,SPXL,SPXS,SPXU,SPY,SRTY,TECS,TNA,TZA,UPRO,USMV,VEA,VWO,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XOP,XRT
2019-01-11,48000,2047200,63136200,40655600,2377500,3232600,8089000,13875400,5919700,1478500,461600,18580500,32955600,4454600,10562200,14418700,4256700,2170800,5111600,22428400,6621700,1572400,2534700,886300,4252900,4460400,5612300,4087200,2524600,73858100,470800,28400,2923100,1741600,3871200,4522500,33654600,22542300,6186200,14105900,44961600,10691300,7725600,11732400,24842500,7187900,5148200,6534000
2019-01-14,31100,2330700,76217000,28319800,2179300,2992000,8501000,21208100,4289100,1700700,466900,18481900,34552200,11151400,13343800,14367400,4203600,2964000,3709900,29185000,5730600,1096900,2000300,677200,3581700,3981600,3991500,4551100,2612500,70908200,433600,30500,2903100,1578100,3147700,3471200,18893100,15067200,11503200,13191700,50610600,10105500,7241900,7811500,23489800,5449000,5204000,5438500
2019-01-15,31300,3940300,78913000,35202700,4796400,5913100,10353200,19891000,7391200,2833100,532700,26199300,45097700,11330900,8750700,12793100,4151900,2026000,3781800,25678900,8007100,1564500,3567500,807800,5164800,5870800,6128400,4943400,3708600,85208300,530900,50900,3483100,1886400,4780700,5823400,11882000,17548300,7547100,9821200,59156500,12517400,14327000,11447700,27093100,10540600,3639800,3381000
2019-01-16,50700,3718500,82543600,38473900,2845800,5210800,15809600,18320200,10435700,2918300,645700,28645700,22030000,5655800,37197200,61641600,6304000,1831100,4387500,20827300,11264200,1794300,2762600,778300,4826200,4495800,5783700,4710700,2980600,77636700,543000,34900,3214600,1771800,4467200,3727900,14810700,14705500,13718700,12541100,72982400,12029900,9468500,13484700,18348200,8288900,4038700,3958900
2019-01-17,68400,4108400,85522800,28896000,3069100,5157300,7931700,22797600,3953400,2165300,547800,34536700,25288300,7876700,11600200,18001500,6830600,2697700,4446800,19273400,9646900,1563300,3030800,929400,5985800,5847600,5419400,7333900,4185300,96118400,547100,39000,3079200,1933900,5109000,5570000,21667100,19549000,10205500,10174800,55771300,22922500,10128400,10196400,20785900,8731600,4267400,4277000
2019-01-18,130000,5393200,98168900,39380800,4835300,3478600,9174400,29408800,4620400,2220400,744100,33319800,50576000,17384800,14136700,22893200,5462500,1887600,6994200,28306700,8841500,2649100,3534700,1493600,6542000,7530000,7009700,6418300,5468600,127900300,748800,68500,3968500,2063200,6336100,4014200,19598500,19264800,8757400,14531800,58400200,20020200,13651600,11957600,14154700,13367500,5755700,4872600
2019-01-22,102000,5218500,101294900,36637900,2919400,4985400,14400900,30949600,9297300,2853100,756400,32566100,34617600,13694800,17526700,24857000,5317400,3951400,5992300,27741100,10077100,2820300,3845000,1524100,8300600,9905900,7651500,8033100,4878100,115531200,1043000,69300,5192100,2258900,6361000,4072200,30300000,19421400,7433400,19863200,79651700,15935300,14992500,20877700,16914400,12244500,7251400,5176700
2019-01-23,74700,4330300,66625200,21725600,2837000,2503200,6704900,28834000,6110500,1943100,521600,19691900,22692400,4408300,9915900,16222400,4978600,2285200,6762400,20621300,6593800,1590800,3588900,1288800,6496900,4898700,7529400,7351100,4348500,86030300,615600,44600,3885800,2522300,5711400,3687500,11262900,14975900,5705000,23367700,44072000,13243800,9576100,23804700,14211100,7722800,4333400,5531500
2019-01-24,64700,2840400,76076900,21843800,3928200,3687500,5971900,30082100,4364100,916000,359400,26067900,37866200,5891900,9335900,16307400,5033000,1929100,3731700,16976300,8268200,880200,2420000,730300,4618500,4122600,6140600,4976500,3844500,59204100,414100,25800,2317000,1394200,4187500,3253200,12446700,16300100,5249700,13049200,25496900,10361800,14170900,17727200,21924100,11307000,4808000,3238300
2019-01-25,79200,4110600,105779500,31128800,3064000,6304500,7068300,21799300,4835200,1456900,522800,33704900,52893000,18784700,7423600,16973600,4057600,4796000,3333900,22266900,6879500,1581800,2981100,1026500,6068700,4799500,6643200,4805600,4220000,96883400,399400,34100,3022900,1706300,5249000,5182900,9600800,18232000,4917000,10233600,63140000,13065900,10030800,12920300,18154100,7241900,4674900,3497200
2019-01-28,70300,3560300,85543100,28738200,1985700,3503200,4877600,30253600,4115900,937000,419400,22483700,38990100,16259100,13421100,20562600,4146300,2274600,4425100,22784700,6949400,1466700,2600100,976900,5559000,3340300,5606700,5564300,3658000,85613700,450300,35900,3403200,1766200,4727900,3352400,31278200,18843600,5971800,12022400,66894900,13144000,9662400,10996700,14183800,7113800,4938100,3550100
2019-01-29,159400,2432900,56518900,23933700,1552100,4537700,9632700,21493000,8930400,782900,287200,16812400,61112200,20264800,6186800,12972600,3148800,3134400,4454100,12084800,6450100,968600,2035100,678100,3010600,2517100,4434800,3706300,2659800,66136300,395700,31200,2243800,1008800,3156400,7207800,15471300,10577500,8223000,11884100,29442100,12384000,8573900,11500400,12618500,11099200,2967000,3201900
2019-01-30,232700,5686200,127796800,30465700,5146600,4867800,7910900,32022600,3688600,1421800,460900,37140400,66605400,16792200,9926500,17808600,3518400,3900800,5117200,25516900,9538100,1890400,3032700,1619400,6775400,6936400,7311100,7427500,6789600,92473700,495000,58400,4110600,1761000,5945000,4304500,21287500,21068900,7073300,12116500,62076800,16892500,16995300,13934600,18578900,11706500,4877800,3898100
2019-01-31,121100,5649600,119929200,33012500,3030800,8232900,9164300,27113800,13628500,1139400,350900,48172500,60796600,11484100,14452500,21869600,4551600,6147500,6521800,27252900,15374400,3157000,3426000,799700,4874600,5587000,8228200,5226300,5919200,104012100,539700,38100,3566000,1442700,5784500,5829300,22931200,29177100,12475300,17844200,64021500,13867100,18250900,17886500,23081600,13409900,4756800,4582600
2019-02-01,62500,3971400,65766100,22056000,2797200,5041100,8884600,20050200,8260200,982100,387600,30566400,42718200,8175100,10219900,16019100,3571500,4399900,3901800,17057900,6377500,1722300,2519500,804200,3829500,4605700,5232200,4450800,3147100,85782500,361400,32500,3053000,1352800,7171900,3523200,11993900,20402700,5539500,14772400,42920300,11845000,9737800,14423400,15562400,9386500,3512400,5705400
2019-02-04,64500,2576100,45770200,20260600,2873700,2855500,6078800,18766100,8032500,965100,278700,24325800,53968100,10989000,10609100,15575800,5088400,1664700,2960200,21301700,4608200,1307200,1791500,534400,2484100,24188400,3941400,3777700,6092000,60744800,274400,32000,2244600,1267300,3434100,3261100,11355000,18100400,3557800,10107900,30362500,7688400,7604300,13367500,18065700,9308600,3041800,6045800
2019-02-05,157600,3090500,81720100,29367100,2776600,3578500,10136700,17413600,3009900,1256400,276900,29621900,33532900,6866400,8113200,18805600,4699800,1805100,4051300,18295900,6477600,1201500,2146300,585100,3694600,5008600,5332000,4953800,3175400,79552800,386400,44100,3176500,1354500,6249900,8785100,9177000,18520300,4428900,7852700,39094900,9079100,12060700,11296100,12296100,8921400,3363300,3394900
2019-02-06,70300,1913500,58194900,19675600,2247900,4534200,4701600,42121900,6162300,933400,284500,25501600,49850200,23722600,10070000,12749800,2718200,2979000,3962600,13720600,4841600,1124000,1696500,383700,3410100,3014300,3422300,4344400,6061000,58347800,363700,31000,1919500,1195700,4021800,2857200,8225900,19303700,4954900,6803800,51542800,15557600,10189600,19006100,9204200,6135900,3566200,5226200
2019-02-07,147900,3884800,101061400,33930700,5040900,6077100,9382200,38518400,5159600,2095700,646300,33289500,36029500,11071800,9900900,18365800,3318700,1486100,6678000,22850800,18191300,3641300,3891200,1090600,7778300,7292400,7435000,10456300,10170500,95482000,388500,65300,4282800,1947300,9567700,3377200,9575700,20658500,6368000,14600100,80395700,15611400,14632000,14519000,16075400,9511700,5969200,4320900
2019-02-08,49800,2942300,64212200,21440400,6004400,3213800,10256200,30687300,2396100,1293100,518900,23090000,48965400,11590200,7333500,12742100,2645700,1467300,2909300,13463000,8278700,2147100,3028100,899000,6093200,4761600,4921000,6251500,9738000,75788900,474300,43600,2458200,1569700,3611600,3161200,8842200,12385500,4521400,10634400,54911100,15977000,8488800,11100100,14633700,7284200,5478000,4952800
2019-02-11,67100,2677600,42213400,22453000,2328500,2208800,5113800,27476000,2895400,1021800,234800,20631300,38453400,9585900,6589600,14596900,3239700,1368500,2770300,16374800,4965300,917500,1688200,571200,3351700,3956000,4301800,4044200,3765200,68021400,364900,26200,2702500,1367000,5980400,2460900,15304300,14924600,4158300,12497400,53115700,7909800,7434700,6876200,14729100,5017400,4824500,3003900
2019-02-12,63700,3080600,66073100,28176300,2117600,3210300,11083600,36852600,1546400,1773500,393800,19397600,23475700,4448500,12387600,12901300,3433000,5658600,4285400,20779900,9019300,1865900,2509000,780200,4524700,4329700,4793900,5157300,5704700,72270200,464700,31900,3080900,1706900,5635600,5800500,11663000,11353000,10069800,10677300,37671300,8909700,9709100,11694100,14753300,9093200,6095000,4653100
2019-02-13,69900,2918200,82318100,22923500,2447600,9253400,6943600,24779900,1653000,1085700,315200,25797500,49415200,6849300,7270800,16281100,3182000,3659800,2994400,15534500,6958900,1168600,2588600,886500,4911400,4928200,5265700,4319700,5615100,65277200,450200,23900,2882300,1556600,3949700,5598500,13952800,18557900,7347100,13061700,42969600,8134200,9120900,10809600,13381800,6435600,4543800,4139700
2019-02-14,39700,3811000,91302500,23166900,4154800,5582700,9840800,41495100,7591500,1439100,348600,25409200,33745200,10203900,8339700,10737000,4943600,1858500,7159700,18251000,7795400,1507600,2456600,991100,6975800,3184000,6092300,9477900,6048000,83234400,877500,32800,3812100,1945100,4721300,9489500,12063700,14819300,4885000,10213200,47630100,11703600,9742000,11388500,19094000,6938600,5145100,4874200
2019-02-15,134900,4751100,72362200,29544700,3253300,3296900,7031100,27715900,5614400,1345400,660700,34904600,37505500,10475700,6357100,25826000,3196200,1787500,4844200,27240200,6160900,2166400,2513000,1893100,5321000,4332300,5479200,5386200,4735700,97088700,511200,37600,3544500,2107900,4552300,2828200,7194400,24894400,7647200,10183800,46880800,9593200,7356000,12635400,9344500,8234200,4480300,2972800
2019-02-19,98100,2744500,64391100,19126800,3192000,5111200,6284300,22515000,7659100,1033400,282600,28315600,90301500,21778900,5734400,24018100,4345300,3421800,4588400,15856900,5496500,989400,1684300,751300,3309400,5034800,3781800,3598600,2976800,59120800,419400,12200,2992900,1158200,2754300,3672300,10200500,16260300,12264500,8721600,23868300,7994800,8319100,19831700,14489300,6284100,3757700,3074600
2019-02-20,57200,2454000,73694800,27833100,5354900,4688500,9551600,32090900,9243500,993800,260100,23291200,62442200,16892600,11561700,24102000,4049500,1008100,5534300,18317400,4742100,1013800,2248200,733900,3613200,2783200,4334600,4866600,3805100,76610800,600600,29100,2711900,1371400,5591700,3234500,7913900,14907000,11309000,9935700,27509100,8911400,9852100,14478600,14358400,6959900,4372400,3065500
2019-02-21,72900,3197200,48092400,19709600,3320000,3465700,5756300,31578200,2595600,1150800,474300,25068500,54488200,13337800,6240000,13643800,2753700,2209900,3118300,17497000,3325100,830500,2564200,748300,5043800,3190200,4584300,5518600,4858900,64214700,608400,37500,3822700,1477000,4845900,2506500,14204700,9401100,8551900,11866100,46619900,6782700,9754100,11711800,19100000,8368500,5984400,7898600
2019-02-22,46600,3938500,58022200,19653800,2479600,2904000,5311600,21582500,1963900,1367700,298300,34023600,41676600,17254100,9844900,11865500,2770500,1377600,4962900,20411800,3097200,1156100,2076600,858200,3832900,3359200,6849300,5162300,3114900,78114600,461200,34700,3076000,1486100,6804900,2113900,7491700,9400000,4790800,9948300,26343700,9816900,12246600,24758700,15247500,6488100,3031900,5197800
2019-02-25,70100,3585000,66533800,21208900,2893400,4328500,6752200,22945400,1187600,1141400,385900,40374900,47067700,13164300,6945400,13010200,2780500,1537400,4699300,17957100,6316300,2032200,1672100,750800,4323900,4508500,5170800,5320300,3906400,69030700,477100,40100,3702800,1750700,9505300,3908400,11415400,11812100,6187900,15904400,33835900,10108500,20170500,15162600,13080100,7652600,3879100,5325700
2019-02-26,52300,3080200,58330600,23246200,2235900,2958300,12408600,15693800,2826700,805400,313700,33462400,36299000,9374800,4471800,10659200,3865200,3669200,4881300,21497300,6179100,796800,1848800,703700,4412700,4166900,3184700,5019600,5757500,56844100,352400,25500,2992700,1690700,3592300,5048800,7349500,11900800,6192300,10550700,35659700,11730800,14134000,15114400,13702700,7288000,4207800,6054600
2019-02-27,48300,2777200,69471200,19933400,2273600,3953100,6129900,17233200,3443000,751600,273000,29161200,49023500,19560500,6326300,22081000,4049300,3433500,3283800,18194900,3995600,1210100,2547900,926900,4121500,3329500,3532500,5849500,4590900,56921600,584500,36400,3005200,1763700,4401000,2666000,6379100,12705800,4631200,10294000,42542400,8033300,9777500,10811600,11956300,9827600,4328700,4706100
2019-02-28,43900,2772900,87434700,27730700,2085900,3197300,11033600,30507000,6367000,836200,290700,24482700,32776800,12813500,9127000,19219000,2307200,3829900,4166100,18155300,3231600,723300,1382900,724000,3169600,2349200,3285400,4561800,3875500,69268300,286200,18600,2204800,1471000,3177500,3478300,8353800,21919600,8762500,11249400,39835900,8531300,9438300,8469400,12808100,9464100,3892400,5969300
2019-03-01,64800,3676900,94263900,26191800,4654400,5582800,5450000,30186900,2395100,1093500,545500,33528500,78919200,19226300,8550900,26158200,6804800,5851000,4204000,19247100,3941700,1897000,2281500,941900,4668900,4549100,4277000,4182800,5300500,78880500,489000,22500,3076500,1716400,4034700,4397700,7584200,18902800,9841500,20327900,82657300,12786600,12334000,10812200,13418000,10795200,4468500,5857000
2019-03-04,111900,4823900,94168300,22255100,7417700,3569300,7998900,18768700,3222900,1555700,576700,37436500,55000900,12089400,6557600,23290700,5721000,2850200,4811800,23301800,3800700,1592700,3235600,1513600,7823500,4612200,7861700,8413000,7608800,106494600,736200,46700,4649500,2657400,9849100,3562200,8081600,20129800,7960400,19780000,76611900,19150400,15826500,10113600,12337600,15208400,4139900,5731300
2019-03-05,32200,2107200,54576700,22315100,3123000,4844500,9105600,15167500,3151600,797500,339700,28049100,30417100,8467800,9510600,12469000,2715500,1329200,2502400,16798200,4748100,913400,1506000,743300,4395500,2575800,3892000,4264400,3967100,59114600,383600,20700,2870400,2019600,3638300,2644800,8698000,27879800,5231700,15807500,39868100,13820500,8953800,10132400,12045500,13591700,3207500,3396900
2019-03-06,98300,3222000,61237800,14060100,2509000,4644400,11817400,34452700,8195500,729000,574400,34864000,55294000,20579300,6208600,18429200,5507000,1335700,3411700,29604600,8675700,1186400,1766500,1093100,5039000,4590500,4328000,5363700,5524000,75039800,1354700,40700,6012800,3345700,4751800,2355300,13048000,12473400,4615500,22690500,43158900,18468400,13122100,12001100,11304300,11662400,6381500,4202500
2019-03-07,106500,4104600,83415300,29445800,3815500,5114800,12909700,34958500,6065300,2556200,1111300,47114400,41501300,11173000,12733200,21342900,3739400,3354700,4553800,26822500,7850500,3209800,3747000,1636600,10397400,9001800,6250700,12066400,8393700,94885100,1707300,76500,5988700,3743400,6956700,3485800,9295200,17155400,11961900,23446200,62622100,19104700,18498300,14336100,15128500,14430700,3707100,5688000
2019-03-08,61400,5495800,97742100,21427600,1694600,5018800,8759600,35364800,5631100,1417500,705100,41134500,59864500,20278300,7379900,26864200,2874800,1992600,5315800,20466800,5549700,2898800,4567800,5965300,6565500,5557200,6224800,8850900,7218600,85795800,1043700,74600,3850900,12865800,5334700,3642400,7386300,16063000,7144600,15621500,55826400,14341300,12890700,11909300,18015900,11531200,6266100,6426900
2019-03-11,94100,5469400,63002300,16204800,1649200,5215100,13081100,32570500,2766900,846600,3355500,26769200,38359700,17307300,4221000,7592800,2579800,1283600,3843700,20854500,5287500,1799100,2710800,6686700,5526100,6112800,3862500,5652700,4706700,65098900,779900,56500,3881800,11969200,3549600,2543100,7616000,10339700,6857700,13212100,63343500,15298200,14576900,10519200,14458800,9694300,4756500,4101500
